"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CU_NAME","GrantId","DateAwarded","Amount","Grantor","OtherGrantor","GrantType"
12354,6/30/2024 0:00:00,6168,"WYO CENTRAL",3346,6/17/2013 0:00:00,3760,"Other","Wyoming Workforce Development","Not Collected"
12354,6/30/2024 0:00:00,6168,"WYO CENTRAL",3347,4/26/2013 0:00:00,1334,"Other","Wyoming Workforce Development","Program Grant"
12354,6/30/2024 0:00:00,6168,"WYO CENTRAL",3348,1/22/2013 0:00:00,940,"Other","Wyoming Workforce Development","Program Grant"
12354,6/30/2024 0:00:00,6168,"WYO CENTRAL",3470,9/10/2013 0:00:00,333,"Other","WYOMING WORKFORCE DEVELOPMENT","Program Grant"
12354,6/30/2024 0:00:00,6168,"WYO CENTRAL",3471,7/9/2013 0:00:00,2820,"Other","WYOMING WORKFORCE DEVELOPMENT","Program Grant"
12354,6/30/2024 0:00:00,6168,"WYO CENTRAL",7381,7/1/2019 0:00:00,4000,"Other","Wyoming Workforce Development","Program Grant"
12354,6/30/2024 0:00:00,6168,"WYO CENTRAL",8401,6/8/2020 0:00:00,10000,"Other","NCUA COVID-19 Emergency Grant Funds","Program Grant"
12356,6/30/2024 0:00:00,6169,"IBERVILLE",169,10/28/2011 0:00:00,10000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
12356,6/30/2024 0:00:00,6169,"IBERVILLE",170,12/21/2011 0:00:00,5000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
12356,6/30/2024 0:00:00,6169,"IBERVILLE",4160,8/1/2014 0:00:00,3000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
12356,6/30/2024 0:00:00,6169,"IBERVILLE",4860,4/25/2015 0:00:00,999,"National Credit Union Foundation","","Program Grant"
12356,6/30/2024 0:00:00,6169,"IBERVILLE",5555,7/7/2016 0:00:00,3250,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
12356,6/30/2024 0:00:00,6169,"IBERVILLE",6591,6/29/2018 0:00:00,2840,"Other","National Credit Union Community Development","Program Grant"
12356,6/30/2024 0:00:00,6169,"IBERVILLE",6894,9/10/2018 0:00:00,7700,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
12356,6/30/2024 0:00:00,6169,"IBERVILLE",7270,8/29/2019 0:00:00,3750,"Other","CDRLF","Program Grant"
12356,6/30/2024 0:00:00,6169,"IBERVILLE",10127,10/28/2022 5:00:00 AM,7000,"Community Development Financial Institution (CDFI)","","Program Grant"
12356,6/30/2024 0:00:00,6169,"IBERVILLE",10701,4/24/2023 5:00:00 AM,10500,"Other","Inclusiv","Program Grant"
12356,6/30/2024 0:00:00,6169,"IBERVILLE",11139,10/30/2023 5:00:00 AM,5000,"Other","Inclusiv","Program Grant"
12365,6/30/2024 0:00:00,6172,"REFUGIO COUNTY",3222,7/27/2012 0:00:00,9525,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
12365,6/30/2024 0:00:00,6172,"REFUGIO COUNTY",3326,6/20/2013 5:00:00 AM,1500,"Other","CORNERSTONE CREDIT UNION LEAGUE","Program Grant"
12365,6/30/2024 0:00:00,6172,"REFUGIO COUNTY",3703,3/10/2014 0:00:00,5000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
12365,6/30/2024 0:00:00,6172,"REFUGIO COUNTY",6112,8/30/2017 0:00:00,5500,"Community Development Financial Institution (CDFI)","","Program Grant"
12365,6/30/2024 0:00:00,6172,"REFUGIO COUNTY",6235,10/24/2017 5:00:00 AM,2000,"Other","CORNERSTONE CREDIT UNION FOUNDATION","Program Grant"
12383,6/30/2024 0:00:00,6180,"EAST ALABAMA COMMUNITY",3752,3/10/2014 0:00:00,5000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
12438,6/30/2024 0:00:00,6210,"ARMSTRONG ASSOCIATES",7046,10/29/2018 0:00:00,10000,"Other","NCUA","Program Grant"
12443,6/30/2024 0:00:00,6215,"DOVER",10696,4/26/2023 4:00:00 AM,125000,"Community Development Financial Institution (CDFI)","","Program Grant"
12505,6/30/2024 0:00:00,6251,"FORT LIGONIER",195,8/18/2009 0:00:00,383,"National Credit Union Foundation","","Not Collected"
12570,6/30/2024 0:00:00,6281,"UNIVERSITY OF LOUISIANA",3277,5/31/2013 0:00:00,350,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
12570,6/30/2024 0:00:00,6281,"UNIVERSITY OF LOUISIANA",3278,5/30/2013 0:00:00,7500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
12570,6/30/2024 0:00:00,6281,"UNIVERSITY OF LOUISIANA",3696,3/10/2014 0:00:00,2500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
12570,6/30/2024 0:00:00,6281,"UNIVERSITY OF LOUISIANA",5568,7/25/2016 0:00:00,5000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
12570,6/30/2024 0:00:00,6281,"UNIVERSITY OF LOUISIANA",6106,9/19/2017 0:00:00,686500,"Community Development Financial Institution (CDFI)","","Subsidy for Risk or ALL"
12570,6/30/2024 0:00:00,6281,"UNIVERSITY OF LOUISIANA",6107,8/30/2017 0:00:00,10000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
12570,6/30/2024 0:00:00,6281,"UNIVERSITY OF LOUISIANA",6708,11/27/2017 0:00:00,25000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
12570,6/30/2024 0:00:00,6281,"UNIVERSITY OF LOUISIANA",7169,9/19/2018 0:00:00,900000,"Community Development Financial Institution (CDFI)","","Subsidy for Risk or ALL"
12570,6/30/2024 0:00:00,6281,"UNIVERSITY OF LOUISIANA",7724,4/3/2020 0:00:00,7500,"Other","Community Development Revolving Loan Fund (CDRLF)","Program Grant"
12570,6/30/2024 0:00:00,6281,"UNIVERSITY OF LOUISIANA",8506,9/24/2020 0:00:00,737500,"Community Development Financial Institution (CDFI)","","Subsidy for Risk or ALL"
12570,6/30/2024 0:00:00,6281,"UNIVERSITY OF LOUISIANA",9064,6/15/2021 5:00:00 AM,1826265,"Community Development Financial Institution (CDFI)","","Subsidy for Risk or ALL"
12570,6/30/2024 0:00:00,6281,"UNIVERSITY OF LOUISIANA",9655,12/8/2021 6:00:00 AM,401530,"Community Development Financial Institution (CDFI)","","Subsidy for Risk or ALL"
12570,6/30/2024 0:00:00,6281,"UNIVERSITY OF LOUISIANA",10228,9/25/2022 5:00:00 AM,125000,"Community Development Financial Institution (CDFI)","","Program Grant"
12590,6/30/2024 0:00:00,6293,"LANECO",4523,4/2/2015 0:00:00,3000,"Other","OSCUI","Pass Through"
12590,6/30/2024 0:00:00,6293,"LANECO",7845,5/29/2020 0:00:00,2325,"Other","NCUA COVID 19 Emergency Fund","Pass Through"
12601,6/30/2024 0:00:00,6300,"PINE",5145,6/13/2016 0:00:00,1337,"Other","Cornerstone CU Foundation","Program Grant"
12601,6/30/2024 0:00:00,6300,"PINE",5146,4/8/2016 0:00:00,10000,"Other","OSCUI / NCUA TECH GRANT","Program Grant"
12601,6/30/2024 0:00:00,6300,"PINE",8873,3/18/2020 0:00:00,2000,"Other","Cornerstone CU Foundation","Program Grant"
12601,6/30/2024 0:00:00,6300,"PINE",9230,5/3/2021 5:00:00 AM,856,"Other","Cornerstone CU Foundation","Program Grant"
12601,6/30/2024 0:00:00,6300,"PINE",9769,3/28/2022 5:00:00 AM,2000,"Other","Cornerstone CU Foundation","Program Grant"
12601,6/30/2024 0:00:00,6300,"PINE",10624,5/9/2023 5:00:00 AM,1402,"Other","Cornerstone CU Foundation","Program Grant"
12601,6/30/2024 0:00:00,6300,"PINE",11281,3/21/2024 5:00:00 AM,1136,"Other","Cornerston CU Foundation","Program Grant"
12604,6/30/2024 0:00:00,6302,"FRANKLIN FIRST",6074,8/30/2017 0:00:00,5000,"National Credit Union Foundation","","Program Grant"
12604,6/30/2024 0:00:00,6302,"FRANKLIN FIRST",10168,12/3/2022 5:00:00 AM,1550,"Other","Commonwealth Corporation: Workforce Training Fund","Program Grant"
12604,6/30/2024 0:00:00,6302,"FRANKLIN FIRST",10243,8/31/2022 4:00:00 AM,2475,"National Credit Union Foundation","","Program Grant"
12608,6/30/2024 0:00:00,6305,"OLATHE",6171,9/18/2017 0:00:00,5000,"Other","Mountain West Credit Union Assoc","Program Grant"
12624,6/30/2024 0:00:00,6319,"RT",5097,5/31/2016 0:00:00,1000,"National Credit Union Foundation","","Program Grant"
12648,6/30/2024 0:00:00,6333,"BLUEGRASS COMMUNITY",183,10/15/2010 0:00:00,4500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Not Collected"
12648,6/30/2024 0:00:00,6333,"BLUEGRASS COMMUNITY",3297,7/1/2013 0:00:00,500,"Other","Association of Credit Union Leagues","Not Collected"
12648,6/30/2024 0:00:00,6333,"BLUEGRASS COMMUNITY",3885,5/19/2014 0:00:00,500,"Other","Association of Credit Union Leagues","Program Grant"
12654,6/30/2024 0:00:00,6337,"SRU",8795,12/9/2020 0:00:00,9636,"Other","NCUA","Program Grant"
12654,6/30/2024 0:00:00,6337,"SRU",11498,4/17/2024 4:00:00 AM,30024,"Other","NCUA","Program Grant"
12666,6/30/2024 0:00:00,6344,"MILLS42",5456,7/25/2016 0:00:00,838,"Other","Capacity and Growth","Program Grant"
12666,6/30/2024 0:00:00,6344,"MILLS42",6291,8/30/2017 0:00:00,7500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
12666,6/30/2024 0:00:00,6344,"MILLS42",7352,9/19/2019 0:00:00,125000,"Other","Community Development Financial Institutions Fund","Program Grant"
12666,6/30/2024 0:00:00,6344,"MILLS42",7353,8/29/2019 0:00:00,8000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
12666,6/30/2024 0:00:00,6344,"MILLS42",8161,7/8/2020 0:00:00,500,"Other","Massachusetts Credit Union League","Program Grant"
12666,6/30/2024 0:00:00,6344,"MILLS42",8162,4/27/2020 0:00:00,10000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
12666,6/30/2024 0:00:00,6344,"MILLS42",8626,9/24/2020 0:00:00,125000,"Community Development Financial Institution (CDFI)","","Program Grant"
12666,6/30/2024 0:00:00,6344,"MILLS42",9670,11/9/2021 5:00:00 AM,5000,"Other","Commonwealth of Massachusetts","Program Grant"
12666,6/30/2024 0:00:00,6344,"MILLS42",10074,8/11/2022 4:00:00 AM,2000,"Other","Cooperative Credit Union Association","Program Grant"
12666,6/30/2024 0:00:00,6344,"MILLS42",10238,12/7/2022 5:00:00 AM,5000,"Other","Commonwealth of Massachusetts","Program Grant"
12666,6/30/2024 0:00:00,6344,"MILLS42",10427,4/4/2023 4:00:00 AM,2000,"Other","Cooperative Credit Union Association","Program Grant"
12666,6/30/2024 0:00:00,6344,"MILLS42",11058,11/30/2023 5:00:00 AM,5000,"Other","Commonwealth of Massachusetts","Program Grant"
12673,6/30/2024 0:00:00,6350,"UNITED HOSPITAL CENTER",3202,3/7/2013 0:00:00,3000,"Other","NCUA Urgent Needs Grant","Not Collected"
12673,6/30/2024 0:00:00,6350,"UNITED HOSPITAL CENTER",3403,8/27/2013 0:00:00,5825,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
12686,6/30/2024 0:00:00,6358,"PAHRANAGAT VALLEY",8300,9/18/2020 0:00:00,7500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
12686,6/30/2024 0:00:00,6358,"PAHRANAGAT VALLEY",8301,8/17/2020 0:00:00,5000,"Other","California Credit Union League","Program Grant"
12735,6/30/2024 0:00:00,6381,"W B R T",173,10/2/2009 0:00:00,14520,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Not Collected"
12735,6/30/2024 0:00:00,6381,"W B R T",174,6/27/2011 0:00:00,7500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Not Collected"
12735,6/30/2024 0:00:00,6381,"W B R T",175,8/10/2011 0:00:00,2396,"Other","LA Small Business Employee Training Program","Not Collected"
12735,6/30/2024 0:00:00,6381,"W B R T",176,4/12/2012 0:00:00,1625,"Other","LA Small Business Employee Training Program","Not Collected"
12735,6/30/2024 0:00:00,6381,"W B R T",2140,9/27/2012 0:00:00,450,"Other","LA Small Business Employee Training Program","Not Collected"
12735,6/30/2024 0:00:00,6381,"W B R T",2141,9/11/2012 0:00:00,1300,"Other","LA Small Business Employee Training Program","Not Collected"
12735,6/30/2024 0:00:00,6381,"W B R T",3183,3/11/2013 0:00:00,250,"Other","LA Small Business Employee Training Program","Not Collected"
12735,6/30/2024 0:00:00,6381,"W B R T",3184,1/31/2013 0:00:00,950,"Other","LA Small Business Employee Training Program","Not Collected"
12735,6/30/2024 0:00:00,6381,"W B R T",3411,8/7/2013 0:00:00,950,"Other","LA Small Business Employee Training Program","Program Grant"
12735,6/30/2024 0:00:00,6381,"W B R T",3412,4/10/2013 0:00:00,750,"Other","LA Small Business Employee Training Program","Program Grant"
12735,6/30/2024 0:00:00,6381,"W B R T",3577,10/30/2013 0:00:00,499,"Other","LA Small Business Employee Training Program","Program Grant"
12735,6/30/2024 0:00:00,6381,"W B R T",3698,3/12/2014 0:00:00,4000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
12735,6/30/2024 0:00:00,6381,"W B R T",3699,3/6/2014 0:00:00,460,"Other","LA Small Business Employee Training Grant","Program Grant"
12735,6/30/2024 0:00:00,6381,"W B R T",3977,9/22/2014 0:00:00,400,"Other","LA Small Business Employee Training Program","Program Grant"
12735,6/30/2024 0:00:00,6381,"W B R T",3978,8/1/2014 0:00:00,7500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
12735,6/30/2024 0:00:00,6381,"W B R T",4694,10/7/2015 0:00:00,400,"Other","LA Small Business Employee Training Program","Program Grant"
12735,6/30/2024 0:00:00,6381,"W B R T",5128,7/6/2016 0:00:00,345,"Other","LA Small Business Employee Training Program","Program Grant"
12735,6/30/2024 0:00:00,6381,"W B R T",5280,7/26/2016 0:00:00,3000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
12735,6/30/2024 0:00:00,6381,"W B R T",6227,10/27/2017 0:00:00,400,"Other","LA Small Business Employee Training Grant","Program Grant"
12735,6/30/2024 0:00:00,6381,"W B R T",6477,6/1/2018 0:00:00,890,"Other","LA Small Business Employee Training Grant","Program Grant"
12735,6/30/2024 0:00:00,6381,"W B R T",6851,12/19/2018 0:00:00,10000,"National Federation of Community Development Credit Unions","","Program Grant"
12735,6/30/2024 0:00:00,6381,"W B R T",6852,10/29/2018 0:00:00,10000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
12735,6/30/2024 0:00:00,6381,"W B R T",7100,6/1/2019 0:00:00,245,"Other","LA Small Business Employee Training Grant","Program Grant"
12735,6/30/2024 0:00:00,6381,"W B R T",8102,5/29/2020 0:00:00,10000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
12735,6/30/2024 0:00:00,6381,"W B R T",8355,9/24/2020 0:00:00,100000,"Community Development Financial Institution (CDFI)","","Pass Through"
12735,6/30/2024 0:00:00,6381,"W B R T",8356,9/18/2020 0:00:00,15000,"National Federation of Community Development Credit Unions","","Pass Through"
12735,6/30/2024 0:00:00,6381,"W B R T",8942,6/18/2021 5:00:00 AM,5000,"National Federation of Community Development Credit Unions","","Pass Through"
12735,6/30/2024 0:00:00,6381,"W B R T",9251,10/18/2021 5:00:00 AM,125000,"Community Development Financial Institution (CDFI)","","Pass Through"
12735,6/30/2024 0:00:00,6381,"W B R T",9972,9/26/2022 5:00:00 AM,125000,"Community Development Financial Institution (CDFI)","","Pass Through"
12745,6/30/2024 0:00:00,6388,"LOCAL 697",10839,9/28/2023 5:00:00 AM,9800,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
12748,6/30/2024 0:00:00,6391,"XAVIER UNIVERSITY",3913,3/10/2014 0:00:00,4000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
12752,6/30/2024 0:00:00,6395,"AMERICO",6048,8/30/2017 0:00:00,4500,"Other","NCUA CDRLF","Program Grant"
12765,6/30/2024 0:00:00,6401,"FIRST COMMONWEALTH",6504,5/25/2018 0:00:00,14700,"Other","American Lung Association","Program Grant"
12765,6/30/2024 0:00:00,6401,"FIRST COMMONWEALTH",11487,5/2/2024 4:00:00 AM,2500,"Other","CROSS STATE CREDIT UNION FOUNDATION","Program Grant"
12805,6/30/2024 0:00:00,6421,"MOCSE",4832,7/31/2015 0:00:00,10000,"Other","Office of Small Credit Unions Inititative","Program Grant"
12805,6/30/2024 0:00:00,6421,"MOCSE",11358,2/1/2024 8:00:00 AM,200000,"Other","California Investment and Innovation Program (Cal IIP)","Program Grant"
12808,6/30/2024 0:00:00,6423,"SUCCESS",3283,7/2/2013 0:00:00,7500,"National Credit Union Foundation","","Program Grant"
12808,6/30/2024 0:00:00,6423,"SUCCESS",6018,8/30/2017 0:00:00,7500,"National Credit Union Foundation","","Program Grant"
12813,6/30/2024 0:00:00,6427,"BAPTIST HEALTH",9839,5/6/2022 5:00:00 AM,2000,"State League Foundation","","Program Grant"
12852,6/30/2024 0:00:00,6456,"GREEN RIVER AREA",5952,8/30/2017 0:00:00,7500,"National Credit Union Foundation","","Program Grant"
12858,6/30/2024 0:00:00,6459,"TEXAS TECH",4917,7/31/2015 0:00:00,7500,"Other","The Office of Small Credit Union Initiatives","Program Grant"
12858,6/30/2024 0:00:00,6459,"TEXAS TECH",5333,7/25/2016 0:00:00,15000,"Other","The Office of Small Credit Union Initiatives","Program Grant"
12859,6/30/2024 0:00:00,6460,"FAITH COOPERATIVE",5447,7/27/2016 0:00:00,4000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
12873,6/30/2024 0:00:00,6469,"PLATTSBURGH CITY SCHOOL DISTRICT",7478,10/30/2019 4:00:00 AM,3000,"Other","NYCUA","Program Grant"
12873,6/30/2024 0:00:00,6469,"PLATTSBURGH CITY SCHOOL DISTRICT",10008,5/1/2022 4:00:00 AM,3000,"Other","NYCUA","Program Grant"
12873,6/30/2024 0:00:00,6469,"PLATTSBURGH CITY SCHOOL DISTRICT",10658,7/26/2023 4:00:00 AM,399,"Other","NYCUA","Program Grant"
12877,6/30/2024 0:00:00,6471,"SECURED ADVANTAGE",9049,5/10/2021 4:00:00 AM,3825,"State League Foundation","","Program Grant"
12877,6/30/2024 0:00:00,6471,"SECURED ADVANTAGE",9685,4/14/2022 4:00:00 AM,3500,"State League Foundation","","Program Grant"
12877,6/30/2024 0:00:00,6471,"SECURED ADVANTAGE",10428,3/23/2023 4:00:00 AM,2419,"State League Foundation","","Program Grant"
12877,6/30/2024 0:00:00,6471,"SECURED ADVANTAGE",10809,9/28/2023 4:00:00 AM,10000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
12877,6/30/2024 0:00:00,6471,"SECURED ADVANTAGE",11045,12/4/2023 5:00:00 AM,5382,"State League Foundation","","Program Grant"
12898,6/30/2024 0:00:00,6482,"FONTANA",200,3/6/2009 8:00:00 AM,2411,"Other","ASSOCIATION OF CREDIT UNION LEAGUES","Not Collected"
12898,6/30/2024 0:00:00,6482,"FONTANA",201,6/26/2009 7:00:00 AM,1000,"Other","ASSOCIATION OF CREDIT UNION LEAGUES","Not Collected"
12898,6/30/2024 0:00:00,6482,"FONTANA",202,6/26/2009 7:00:00 AM,5089,"Other","ASSOCIATION OF CREDIT UNION LEAGUES","Not Collected"
12898,6/30/2024 0:00:00,6482,"FONTANA",203,4/11/2011 0:00:00,5000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Not Collected"
12898,6/30/2024 0:00:00,6482,"FONTANA",204,7/22/2011 7:00:00 AM,4845,"Other","ASSOCIATION OF CREDIT UNION LEAGUES","Not Collected"
12898,6/30/2024 0:00:00,6482,"FONTANA",10370,12/1/2022 8:00:00 AM,1500,"Other","California Credit Union League","Program Grant"
12906,6/30/2024 0:00:00,6488,"BLUE WATER",10755,9/28/2023 4:00:00 AM,10000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
12912,6/30/2024 0:00:00,6492,"CIRCUIT",7040,2/20/2019 0:00:00,3000,"National Credit Union Foundation","","Program Grant"
12912,6/30/2024 0:00:00,6492,"CIRCUIT",7846,1/28/2020 0:00:00,3000,"National Credit Union Foundation","","Program Grant"
12912,6/30/2024 0:00:00,6492,"CIRCUIT",8871,2/11/2021 0:00:00,3000,"National Credit Union Foundation","","Program Grant"
12912,6/30/2024 0:00:00,6492,"CIRCUIT",9956,8/5/2022 4:00:00 AM,3000,"National Credit Union Foundation","","Program Grant"
12912,6/30/2024 0:00:00,6492,"CIRCUIT",10606,4/24/2023 4:00:00 AM,5000,"National Credit Union Foundation","","Program Grant"
12912,6/30/2024 0:00:00,6492,"CIRCUIT",11409,6/3/2024 4:00:00 AM,4680,"National Credit Union Foundation","","Program Grant"
12956,6/30/2024 0:00:00,6520,"PEOPLES TRANSPORT",5842,4/21/2017 0:00:00,10000,"Other","COOP","Program Grant"
12977,6/30/2024 0:00:00,6530,"MARINE",7184,5/22/2019 0:00:00,7500,"Other","CDRLF","Program Grant"
12977,6/30/2024 0:00:00,6530,"MARINE",7699,4/3/2020 0:00:00,7500,"Other","CDRLF","Program Grant"
12977,6/30/2024 0:00:00,6530,"MARINE",7700,9/19/2019 0:00:00,125000,"Community Development Financial Institution (CDFI)","","Program Grant"
12977,6/30/2024 0:00:00,6530,"MARINE",7701,8/29/2019 0:00:00,5000,"Other","CDRLF","Program Grant"
12977,6/30/2024 0:00:00,6530,"MARINE",8403,9/24/2020 0:00:00,125000,"Community Development Financial Institution (CDFI)","","Program Grant"
12977,6/30/2024 0:00:00,6530,"MARINE",9103,6/28/2021 4:00:00 AM,1826265,"Community Development Financial Institution (CDFI)","","Program Grant"
12977,6/30/2024 0:00:00,6530,"MARINE",11529,4/15/2024 4:00:00 AM,4000,"Other","Vizo Foundation","Capital- unrestricted donation to equity"
13103,6/30/2024 0:00:00,6598,"PALACE CITY",179,7/17/2009 0:00:00,5353,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Not Collected"
13121,6/30/2024 0:00:00,6614,"TIDEMARK",9394,6/15/2021 4:00:00 AM,1826265,"Community Development Financial Institution (CDFI)","","Program Grant"
13167,6/30/2024 0:00:00,6645,"FLORENCE",801,7/17/2009 0:00:00,5000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Not Collected"
13167,6/30/2024 0:00:00,6645,"FLORENCE",802,6/8/2011 0:00:00,2800,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Not Collected"
13167,6/30/2024 0:00:00,6645,"FLORENCE",803,9/13/2011 0:00:00,7500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Not Collected"
13167,6/30/2024 0:00:00,6645,"FLORENCE",3468,8/27/2013 0:00:00,13000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
13167,6/30/2024 0:00:00,6645,"FLORENCE",4770,8/24/2015 0:00:00,10000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
13248,6/30/2024 0:00:00,6686,"S H P E",9612,11/11/2021 6:00:00 AM,12500,"Other","INCLUSIVE","Program Grant"
13254,6/30/2024 0:00:00,6688,"CORRECTIONS",3362,6/10/2013 0:00:00,2500,"Other","Association of Credit Union Leagues","Program Grant"
13254,6/30/2024 0:00:00,6688,"CORRECTIONS",3810,3/10/2014 0:00:00,4000,"Other","OSCUI","Program Grant"
13254,6/30/2024 0:00:00,6688,"CORRECTIONS",4139,10/1/2014 0:00:00,2500,"Other","Association of Credit Union Leagues","Program Grant"
13254,6/30/2024 0:00:00,6688,"CORRECTIONS",4254,10/1/2014 0:00:00,3500,"Other","OSCUI","Program Grant"
13254,6/30/2024 0:00:00,6688,"CORRECTIONS",4403,2/2/2015 0:00:00,2500,"Other","OSCUI-NCUA","Program Grant"
13254,6/30/2024 0:00:00,6688,"CORRECTIONS",5206,5/31/2016 0:00:00,2000,"Other","Association of Credit Union Leagues","Program Grant"
13254,6/30/2024 0:00:00,6688,"CORRECTIONS",5471,10/1/2016 0:00:00,5000,"Other","Association of Credit Union Leagues","Program Grant"
13254,6/30/2024 0:00:00,6688,"CORRECTIONS",5909,4/3/2017 0:00:00,2500,"Other","CCUL","Program Grant"
13254,6/30/2024 0:00:00,6688,"CORRECTIONS",6269,12/22/2017 0:00:00,400,"Other","CARE FOUNDATION","Program Grant"
13254,6/30/2024 0:00:00,6688,"CORRECTIONS",6270,11/3/2017 0:00:00,1000,"Other","CCUL","Program Grant"
13254,6/30/2024 0:00:00,6688,"CORRECTIONS",7714,3/18/2020 0:00:00,5000,"Other","CCUL-Shapiro group","Program Grant"
13254,6/30/2024 0:00:00,6688,"CORRECTIONS",10130,8/11/2022 7:00:00 AM,2500,"State League Foundation","","Program Grant"
13254,6/30/2024 0:00:00,6688,"CORRECTIONS",10717,5/18/2023 7:00:00 AM,2500,"State League Foundation","","Program Grant"
13254,6/30/2024 0:00:00,6688,"CORRECTIONS",10718,5/18/2023 7:00:00 AM,2000,"State League Foundation","","Program Grant"
13271,6/30/2024 0:00:00,6699,"JEFFERSON PARISH EMPLOYEES",3714,8/27/2013 0:00:00,15000,"Other","The Office of Small Credit Union Initiatives (OSCUI)","Program Grant"
13290,6/30/2024 0:00:00,6715,"FIRST WATCH",9584,11/30/2021 6:00:00 AM,2750,"Other","Cornerstone","Program Grant"
13321,6/30/2024 0:00:00,6735,"RAVENSWOOD",7363,8/29/2019 0:00:00,8000,"Other","NCUA CDRLF Grant","Program Grant"
13367,6/30/2024 0:00:00,6755,"AKRON SCHOOL EMPLOYEES",4201,10/1/2014 0:00:00,1910,"Other","New York State Credit Union Foundation","Pass Through"
13432,6/30/2024 0:00:00,6785,"STATE HIGHWAY PATROL",4369,4/13/2015 0:00:00,1495,"Other","Ohio Credit Union Foundation","Program Grant"
13432,6/30/2024 0:00:00,6785,"STATE HIGHWAY PATROL",4788,10/6/2015 0:00:00,1375,"Other","Ohio Credit Union Foundation","Program Grant"
13432,6/30/2024 0:00:00,6785,"STATE HIGHWAY PATROL",4789,9/22/2015 0:00:00,169,"Other","Ohio Credit Union Foundation","Program Grant"
13432,6/30/2024 0:00:00,6785,"STATE HIGHWAY PATROL",4911,12/14/2015 0:00:00,1890,"Other","Ohio Credit Union Foundation","Program Grant"
13432,6/30/2024 0:00:00,6785,"STATE HIGHWAY PATROL",5577,10/24/2016 0:00:00,1195,"Other","Ohio Credit Union Foundation","Program Grant"
13432,6/30/2024 0:00:00,6785,"STATE HIGHWAY PATROL",5887,4/10/2017 0:00:00,995,"Other","Ohio Credit Union Foundation","Program Grant"
