"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_PG0001","ACCT_PG0002","ACCT_PP0037","ACCT_PP0038","ACCT_PP0039","ACCT_PP0040","ACCT_PP0041","ACCT_PP0042","ACCT_PP0043","ACCT_PP0044","ACCT_PP0045","ACCT_PP0046","ACCT_PP0047","ACCT_PP0048","ACCT_PP0049","ACCT_PP0050","ACCT_PP0051","ACCT_PP0052","ACCT_PP0053","ACCT_PP0054","ACCT_PP0055","ACCT_PP0056","ACCT_PP0057","ACCT_PR0001","ACCT_PR0002","ACCT_PR0003","ACCT_PR0004"
9095,6/30/2024 0:00:00,4290,"5493003B2LEGQHDWRN55","Automated","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2024  5:00AM"
9097,6/30/2024 0:00:00,4292,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9099,6/30/2024 0:00:00,4294,"549300cyxw7ld00ycq70","Automated","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2023  7:00AM"
9102,6/30/2024 0:00:00,4297,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9105,6/30/2024 0:00:00,4298,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9106,6/30/2024 0:00:00,4299,"549300VNVP1PTYHESA41","Automated","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 17 2023  5:00AM"
9107,6/30/2024 0:00:00,4300,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9109,6/30/2024 0:00:00,4301,"549300I8D8TQDQWQA082","Combination","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 21 2023  8:00AM"
9115,6/30/2024 0:00:00,4305,"","Automated","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9119,6/30/2024 0:00:00,4307,"549300Y37WHI3S8KVE74","Combination","1","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  6 2024  8:00AM"
9145,6/30/2024 0:00:00,4319,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9146,6/30/2024 0:00:00,4320,"","Combination","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
9148,6/30/2024 0:00:00,4322,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
9160,6/30/2024 0:00:00,4328,"","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9163,6/30/2024 0:00:00,4331,"5493004GIR4SU5011868","Manual","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  8 2024  7:00AM"
9164,6/30/2024 0:00:00,4332,"549300CKG3JGNHH34D61","Combination","1","1","1","1","1","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 28 2023  6:00AM"
9189,6/30/2024 0:00:00,4345,"119810","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","",""
9194,6/30/2024 0:00:00,4348,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9208,6/30/2024 0:00:00,4356,"2549005BWLPEBQA7QJ63","Combination","1","1","1","1","1","1","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","Feb  8 2023  5:00AM"
9213,6/30/2024 0:00:00,4359,"","Combination","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9214,6/30/2024 0:00:00,4360,"254900U24UQY3YOJ3368","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","",""
9219,6/30/2024 0:00:00,4361,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9229,6/30/2024 0:00:00,4365,"5493001QMUDK2ML5S840","Automated","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2024  6:00AM"
9230,6/30/2024 0:00:00,4366,"549300WXO2FZYE7KAW26","Combination","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 23 2023  8:00AM"
9237,6/30/2024 0:00:00,4371,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
9246,6/30/2024 0:00:00,4379,"","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9247,6/30/2024 0:00:00,4380,"549300OP314BNT2VUU11","Combination","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 14 2024  7:00AM"
9248,6/30/2024 0:00:00,4381,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9260,6/30/2024 0:00:00,4387,"549300OHIEQGELZVJP60","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 28 2024  5:00AM"
9287,6/30/2024 0:00:00,4400,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9288,6/30/2024 0:00:00,4401,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9289,6/30/2024 0:00:00,4402,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9292,6/30/2024 0:00:00,4404,"549300KZVCKCUN23YY80","Combination","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 27 2023  8:00AM"
9293,6/30/2024 0:00:00,4405,"254900EHOJ91PS23E696","Automated","1","1","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan  4 2024  8:00AM"
9296,6/30/2024 0:00:00,4407,"","Automated","1","1","0","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","","","",""
9300,6/30/2024 0:00:00,4409,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
9310,6/30/2024 0:00:00,4415,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9327,6/30/2024 0:00:00,4423,"254900VVCX7PR9KDCK83","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 17 2024  5:00AM"
9335,6/30/2024 0:00:00,4427,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","",""
9348,6/30/2024 0:00:00,4435,"549300SjYSEN2j8n3132","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 15 2024  5:00AM"
9349,6/30/2024 0:00:00,4436,"","Combination","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9358,6/30/2024 0:00:00,4443,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
9370,6/30/2024 0:00:00,4449,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9373,6/30/2024 0:00:00,4451,"54930083D8Q8RK84Y448","Combination","1","1","0","0","1","1","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","1","1","1","Feb 26 2024  8:00AM"
9376,6/30/2024 0:00:00,4453,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9381,6/30/2024 0:00:00,4456,"","Combination","1","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9398,6/30/2024 0:00:00,4469,"","Combination","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9408,6/30/2024 0:00:00,4478,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9411,6/30/2024 0:00:00,4480,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9413,6/30/2024 0:00:00,4482,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9441,6/30/2024 0:00:00,4500,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9457,6/30/2024 0:00:00,4508,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9469,6/30/2024 0:00:00,4514,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9475,6/30/2024 0:00:00,4516,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9476,6/30/2024 0:00:00,4517,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9479,6/30/2024 0:00:00,4520,"","Combination","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","",""
9483,6/30/2024 0:00:00,4522,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","",""
9486,6/30/2024 0:00:00,4524,"549300RA8E6JQC2S7K66","Combination","1","0","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 29 2024  5:00AM"
9496,6/30/2024 0:00:00,4530,"","Combination","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9497,6/30/2024 0:00:00,4531,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9500,6/30/2024 0:00:00,4533,"549300U3NIUGN9OO4407","Combination","1","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2023  5:00AM"
9501,6/30/2024 0:00:00,4534,"","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9517,6/30/2024 0:00:00,4545,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9518,6/30/2024 0:00:00,4546,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9522,6/30/2024 0:00:00,4549,"","Combination","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9527,6/30/2024 0:00:00,4553,"","Manual","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","",""
9532,6/30/2024 0:00:00,4556,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9537,6/30/2024 0:00:00,4560,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
9554,6/30/2024 0:00:00,4569,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9555,6/30/2024 0:00:00,4570,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9556,6/30/2024 0:00:00,4571,"","Combination","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","",""
9566,6/30/2024 0:00:00,4576,"","Combination","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9582,6/30/2024 0:00:00,4584,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9589,6/30/2024 0:00:00,4590,"549300MVSM4XYFQL3X62","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 25 2024  6:00AM"
9590,6/30/2024 0:00:00,4591,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9604,6/30/2024 0:00:00,4600,"549300H0B8QZSS10X971","Automated","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 24 2023  5:00AM"
9607,6/30/2024 0:00:00,4602,"","Combination","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9613,6/30/2024 0:00:00,4605,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9622,6/30/2024 0:00:00,4610,"","Manual","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
9639,6/30/2024 0:00:00,4619,"254900QSYPZJ7UL0PC48","Automated","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  5 2020  6:00AM"
9643,6/30/2024 0:00:00,4620,"549300333JQWIP8NLK67","Combination","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  8 2023  6:00AM"
9644,6/30/2024 0:00:00,4621,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9662,6/30/2024 0:00:00,4631,"","Combination","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","","",""
9676,6/30/2024 0:00:00,4637,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9681,6/30/2024 0:00:00,4639,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9715,6/30/2024 0:00:00,4658,"","Combination","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9723,6/30/2024 0:00:00,4663,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9759,6/30/2024 0:00:00,4683,"254900WQCRCK13A7DC81","Automated","1","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 16 2023  6:00AM"
9776,6/30/2024 0:00:00,4689,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9777,6/30/2024 0:00:00,4690,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9778,6/30/2024 0:00:00,4691,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9788,6/30/2024 0:00:00,4696,"","Combination","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
9799,6/30/2024 0:00:00,4702,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9805,6/30/2024 0:00:00,4705,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9810,6/30/2024 0:00:00,4709,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","",""
9812,6/30/2024 0:00:00,4711,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9822,6/30/2024 0:00:00,4718,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9823,6/30/2024 0:00:00,4719,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9843,6/30/2024 0:00:00,4729,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9871,6/30/2024 0:00:00,4745,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9873,6/30/2024 0:00:00,4747,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9877,6/30/2024 0:00:00,4748,"","Combination","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9880,6/30/2024 0:00:00,4751,"","Manual","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9888,6/30/2024 0:00:00,4755,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9893,6/30/2024 0:00:00,4757,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9897,6/30/2024 0:00:00,4759,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9907,6/30/2024 0:00:00,4766,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9915,6/30/2024 0:00:00,4770,"2549005T4NUXGTZTUE50","Combination","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 12 2024  5:00AM"
9919,6/30/2024 0:00:00,4773,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9923,6/30/2024 0:00:00,4776,"5493009FTGT1RX4J7Y04","Automated","1","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 26 2024  5:00AM"
9924,6/30/2024 0:00:00,4777,"","Combination","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
9931,6/30/2024 0:00:00,4780,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
9943,6/30/2024 0:00:00,4785,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9951,6/30/2024 0:00:00,4789,"","Manual","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9952,6/30/2024 0:00:00,4790,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9971,6/30/2024 0:00:00,4802,"","Combination","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9974,6/30/2024 0:00:00,4805,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
9976,6/30/2024 0:00:00,4806,"549300FOCEH0X0ZOR362","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 27 2024  5:00AM"
9986,6/30/2024 0:00:00,4810,"54930024QEEW6YDTWZ98","Automated","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Apr 25 2023  4:00AM"
9988,6/30/2024 0:00:00,4811,"549300BLQQL5GPC6OJ66","Automated","1","1","1","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","1","1","1","Feb 28 2023  5:00AM"
9994,6/30/2024 0:00:00,4813,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","",""
10011,6/30/2024 0:00:00,4824,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
10015,6/30/2024 0:00:00,4826,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
10023,6/30/2024 0:00:00,4831,"254900C44LTMSEGQ5K05","Automated","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  9 2024  5:00AM"
10047,6/30/2024 0:00:00,4847,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
10065,6/30/2024 0:00:00,4857,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
10083,6/30/2024 0:00:00,4866,"","Combination","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","",""
10099,6/30/2024 0:00:00,4873,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
10100,6/30/2024 0:00:00,4874,"549300LGD38SS4PVFC71","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 14 2023  5:00AM"
10141,6/30/2024 0:00:00,4894,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
10158,6/30/2024 0:00:00,4906,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
10164,6/30/2024 0:00:00,4909,"549300X7EIYXZ10LDj13","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 28 2024  6:00AM"
10170,6/30/2024 0:00:00,4912,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
10174,6/30/2024 0:00:00,4916,"549300SGEJUQK4Q7ZY34","Combination","1","1","0","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","Apr 15 2024  6:00AM"
10177,6/30/2024 0:00:00,4917,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
10180,6/30/2024 0:00:00,4920,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
10181,6/30/2024 0:00:00,4921,"254900MIHY4N3F840P17","Combination","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 17 2023  6:00AM"
10184,6/30/2024 0:00:00,4923,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
10220,6/30/2024 0:00:00,4944,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
10221,6/30/2024 0:00:00,4945,"","Combination","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
10223,6/30/2024 0:00:00,4946,"54930053KPO7OG48FP72","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 22 2024  5:00AM"
10225,6/30/2024 0:00:00,4947,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
10241,6/30/2024 0:00:00,4958,"","Combination","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","","",""
10243,6/30/2024 0:00:00,4959,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
10253,6/30/2024 0:00:00,4965,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
10257,6/30/2024 0:00:00,4967,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
10262,6/30/2024 0:00:00,4970,"","Combination","1","1","0","0","0","0","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","","","",""
10264,6/30/2024 0:00:00,4971,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
10269,6/30/2024 0:00:00,4975,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
10274,6/30/2024 0:00:00,4977,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
10283,6/30/2024 0:00:00,4983,"254900R3GSQ9SPOVJU09","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 23 2024  6:00AM"
10301,6/30/2024 0:00:00,4996,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
10308,6/30/2024 0:00:00,5000,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
10319,6/30/2024 0:00:00,5007,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
10323,6/30/2024 0:00:00,5010,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
10324,6/30/2024 0:00:00,5011,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
10327,6/30/2024 0:00:00,5014,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
10335,6/30/2024 0:00:00,5019,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
10351,6/30/2024 0:00:00,5032,"","Manual","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","",""
10353,6/30/2024 0:00:00,5033,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
10362,6/30/2024 0:00:00,5039,"","Combination","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
10375,6/30/2024 0:00:00,5047,"","Combination","1","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","","","",""
10381,6/30/2024 0:00:00,5051,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
10393,6/30/2024 0:00:00,5058,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
10395,6/30/2024 0:00:00,5060,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
10399,6/30/2024 0:00:00,5063,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
10424,6/30/2024 0:00:00,5075,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
10433,6/30/2024 0:00:00,5083,"","Manual","1","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","","",""
10442,6/30/2024 0:00:00,5088,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
10461,6/30/2024 0:00:00,5099,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
10465,6/30/2024 0:00:00,5101,"","Automated","1","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
10481,6/30/2024 0:00:00,5112,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
10502,6/30/2024 0:00:00,5122,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
