"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
11986,12/31/2024 0:00:00,5947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8
11992,12/31/2024 0:00:00,5951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
11995,12/31/2024 0:00:00,5953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1421515,0,0,0,0,0,0,0,0,0,387814,0,0,0,0,0,0,0,0,1834259,0,0,0,0,412744,8,0,1,0,0,0,7,0,0,0,7,0,7,0,0,0,0,1,8,21,0,2,0,0,0,0,0,31
11996,12/31/2024 0:00:00,5954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
12000,12/31/2024 0:00:00,5956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192221,0,0,0,1092332,0,0,0,0,119816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312
12004,12/31/2024 0:00:00,5959,0,0,0,0,0,0,2488246,0,0,0,0,0,0,0,1116350,0,0,0,0,0,0,0,0,0,235917,0,0,0,0,535665,0,0,1704845,6748947,0,0,0,0,903841,16,0,0,0,0,0,10,0,1,0,16,0,16,0,0,3,0,0,16,99,110,4,0,0,0,0,0,19
12012,12/31/2024 0:00:00,5961,0,0,0,0,0,0,2704785,0,0,0,0,0,0,0,5772542,0,0,0,0,0,0,0,0,0,17588477,0,0,0,0,119148,0,0,1835379,10431854,0,0,0,0,0,605,0,0,0,0,0,78,0,54,0,392,0,392,93,0,14,0,213,605,365,97,8,246,120,0,0,366,459
12028,12/31/2024 0:00:00,5973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
12029,12/31/2024 0:00:00,5974,0,0,0,0,0,0,2502311,0,0,0,0,0,0,0,2263595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252420,0,0,0,5089321,0,0,0,0,70995,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,3,44,112,0,0,0,0,0,0,21
12033,12/31/2024 0:00:00,5978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1062068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1062068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,57
12067,12/31/2024 0:00:00,5997,0,0,0,0,0,0,102396047,0,0,0,0,0,0,0,82291218,0,0,0,0,0,0,0,0,0,1272060,0,0,0,0,0,0,0,2231853,221999057,0,0,0,0,35079939,46,1,0,17,0,0,1,0,1,1,4,1,5,25,0,1,0,42,47,1224,1129,0,0,0,0,0,0,1399
12068,12/31/2024 0:00:00,5998,0,0,0,0,0,0,149757,0,0,0,0,0,0,0,1293123,0,0,0,0,0,0,0,0,0,100059,0,0,0,0,0,0,0,145789,1968332,0,0,0,0,379663,26,0,2,6,0,0,2,0,1,0,4,0,4,14,0,1,0,22,26,96,0,0,0,0,0,0,0,289
12082,12/31/2024 0:00:00,6005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5191630,0,0,0,0,0,0,0,0,0,226500,0,0,0,0,75185,0,0,5568959,12775440,0,0,0,0,1939666,56,7,0,0,0,0,13,2,5,3,54,7,61,1,0,15,2,2,63,239,13,9,21,1,0,0,22,4927
12084,12/31/2024 0:00:00,6007,0,0,0,0,0,0,103012040,0,0,0,0,0,0,0,35576422,0,0,0,0,0,0,0,0,0,8759910,0,0,0,0,656495,0,0,0,174699907,0,0,0,0,35454950,650,4,75,0,0,0,150,1,42,3,273,4,277,302,0,77,0,377,654,1061,1785,0,0,0,0,0,0,2548
12143,12/31/2024 0:00:00,6039,0,0,0,0,0,0,1726413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6583,0,0,1827960,3758134,0,0,0,0,197178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,77,0,0,0,0,0,0,754
12152,12/31/2024 0:00:00,6045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217
12153,12/31/2024 0:00:00,6046,0,0,0,0,0,0,1772407,0,0,0,0,0,0,0,7887859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780762,11682261,0,0,0,0,1241233,0,4,0,0,0,0,0,1,0,3,0,4,4,0,0,0,0,0,4,150,177,0,0,0,0,0,0,55
12164,12/31/2024 0:00:00,6054,0,0,0,0,0,0,14802782,0,0,0,0,0,0,0,32778137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1860993,0,0,0,52581939,0,0,0,0,3140027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,897,0,0,0,0,0,0,506
12170,12/31/2024 0:00:00,6057,0,0,0,0,0,0,369202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243178,632048,0,0,0,0,19668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,18,0,0,0,0,0,0,31
12175,12/31/2024 0:00:00,6059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
12181,12/31/2024 0:00:00,6063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4387522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6180094,0,0,0,0,1792572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,799
12185,12/31/2024 0:00:00,6065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1242852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1242852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,41,0,0,0,0,0,0,21
12199,12/31/2024 0:00:00,6071,0,0,0,0,0,0,36411420,0,0,0,0,0,0,0,193909212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5596761,0,0,0,241479215,0,0,0,0,5561822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756,1547,28,0,0,0,0,0,634
12219,12/31/2024 0:00:00,6082,0,0,0,0,0,0,1356677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809243,0,0,0,7099778,0,0,0,0,4933858,44,0,2,0,0,0,4,0,2,0,13,0,13,29,0,7,0,31,44,275,109,11,0,0,0,0,0,144
12225,12/31/2024 0:00:00,6086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
12227,12/31/2024 0:00:00,6088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12259,12/31/2024 0:00:00,6105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301129,0,0,0,0,301129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,35
12266,12/31/2024 0:00:00,6110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
12271,12/31/2024 0:00:00,6111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424382,0,0,0,0,0,0,0,0,0,19799,0,0,0,0,55967,0,0,4756,2853023,0,0,0,0,1367918,4,0,2,0,0,0,1,0,0,0,1,0,1,1,0,0,0,3,4,252,12,1,0,0,0,0,0,294
12274,12/31/2024 0:00:00,6114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
12289,12/31/2024 0:00:00,6125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12290,12/31/2024 0:00:00,6126,0,0,0,0,0,0,109745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629800,0,0,1600,804288,0,0,0,0,63143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,16
12291,12/31/2024 0:00:00,6127,0,0,0,0,0,0,174785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1575108,1754376,0,0,0,0,4483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,0,0,0,0,0,0,89
12292,12/31/2024 0:00:00,6128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1302709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1367907,0,0,0,0,65198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,58
12305,12/31/2024 0:00:00,6138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1273921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2906250,0,0,0,0,1632329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,476
12310,12/31/2024 0:00:00,6142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,70
12319,12/31/2024 0:00:00,6148,0,0,0,0,0,0,3426701,0,0,0,0,0,0,0,3257162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8083215,0,0,0,0,1399352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,219,0,0,0,0,0,0,125
12330,12/31/2024 0:00:00,6153,0,0,0,0,0,0,9051949,0,0,0,0,0,0,0,107835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126210,0,0,2176012,11462006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,375,0,0,0,0,0,0,343
12333,12/31/2024 0:00:00,6156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,38,0,0,0,0,0,0,26
12334,12/31/2024 0:00:00,6157,0,0,0,0,0,0,10681843,0,0,0,0,0,0,0,8195007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217839,0,0,0,19094689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,412,0,0,0,0,0,0,58
12351,12/31/2024 0:00:00,6166,0,0,0,0,0,0,23542,0,0,0,0,0,0,0,1751492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19490,0,0,168326,1962850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,108,0,0,0,0,0,0,8
12356,12/31/2024 0:00:00,6169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
12361,12/31/2024 0:00:00,6171,0,0,0,0,0,0,6323406,0,0,0,0,0,0,0,30053389,0,0,0,0,0,0,0,0,0,1432581,0,0,0,0,62863,0,0,0,46221659,0,0,0,0,9782001,25,32,0,5,0,0,4,5,7,14,12,31,43,8,1,1,11,14,57,664,294,0,0,0,0,0,0,276
12365,12/31/2024 0:00:00,6172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
12375,12/31/2024 0:00:00,6178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12383,12/31/2024 0:00:00,6180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580027,0,0,0,0,185749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
12425,12/31/2024 0:00:00,6204,0,0,0,0,0,0,36474241,0,0,0,0,0,0,0,39803867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2928046,0,0,0,90638404,0,0,0,0,11432250,10,50,0,0,0,0,3,1,6,20,10,50,58,0,0,1,29,0,60,449,1366,0,0,0,0,0,0,5838
12438,12/31/2024 0:00:00,6210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7362811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1248855,9500956,0,0,0,0,889290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,68,0,0,0,0,0,0,93
12440,12/31/2024 0:00:00,6212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
12443,12/31/2024 0:00:00,6215,0,0,0,0,0,0,36484774,0,0,0,0,0,0,0,38693775,0,0,0,0,0,0,0,0,0,3428933,0,0,0,0,1677712,0,0,601139,84004948,0,0,0,0,6547548,154,18,5,29,0,0,41,2,28,1,91,18,109,27,0,19,0,63,172,648,1301,0,2,2,15,0,19,846
12458,12/31/2024 0:00:00,6225,0,0,0,0,0,0,23865196,0,0,0,0,0,0,0,64924657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369008,92001511,0,0,0,0,2842650,0,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,2,518,743,0,0,0,0,0,0,367
12470,12/31/2024 0:00:00,6234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1635086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2320051,0,0,0,0,684965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,228
12472,12/31/2024 0:00:00,6236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41600,0,0,0,332571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215
12473,12/31/2024 0:00:00,6237,0,0,0,0,0,0,837722,0,0,0,0,0,0,0,7879994,0,0,0,0,0,0,0,0,0,1414975,0,0,0,0,529066,0,0,1064280,18323204,0,0,0,0,8012142,49,1,0,0,0,0,20,0,4,1,29,1,30,20,0,3,0,18,50,965,161,0,0,0,0,0,0,898
12478,12/31/2024 0:00:00,6240,0,0,0,0,0,0,524189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26708,550897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,25,0,0,0,0,0,0,326
12505,12/31/2024 0:00:00,6251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12508,12/31/2024 0:00:00,6252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
12543,12/31/2024 0:00:00,6268,0,0,0,0,0,0,45945020,0,0,0,0,0,0,0,7825021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972579,0,0,0,55079296,0,0,0,0,336676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,259,0,0,0,0,0,0,20
12546,12/31/2024 0:00:00,6269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
12570,12/31/2024 0:00:00,6281,0,0,0,0,0,0,500497,0,0,0,0,0,0,0,4403806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377839,5306967,0,0,0,0,24825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,25,7,0,0,0,0,0,84
12601,12/31/2024 0:00:00,6300,0,0,0,0,0,0,48067,0,0,0,0,0,0,0,953003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3173246,4174316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,22,0,0,0,0,0,0,309
12604,12/31/2024 0:00:00,6302,0,0,0,0,0,0,5356229,0,0,0,0,0,0,0,4204127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119082,0,0,349623,11691338,0,0,0,0,1662277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,280,0,0,0,0,0,0,87
12608,12/31/2024 0:00:00,6305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
12613,12/31/2024 0:00:00,6310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12616,12/31/2024 0:00:00,6312,0,0,0,0,0,0,1087559,0,0,0,0,0,0,0,1654714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3715090,0,0,0,0,972817,1,51,0,0,0,0,1,9,0,8,1,39,40,0,12,0,19,12,52,175,53,52,0,0,3,0,3,132
12619,12/31/2024 0:00:00,6315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
12624,12/31/2024 0:00:00,6319,0,0,0,0,0,0,2825481,0,0,0,0,0,0,0,1678115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42118,0,0,0,4545714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,67,0,0,0,0,0,0,62
12643,12/31/2024 0:00:00,6329,0,0,0,0,0,0,1638115,0,0,0,0,0,0,0,2792237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257401,0,0,1466391,9503099,0,0,0,0,2348955,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,347,42,0,0,0,0,0,0,159
12648,12/31/2024 0:00:00,6333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47914,0,0,0,0,47914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,46
12654,12/31/2024 0:00:00,6337,0,0,0,0,0,0,2606841,0,0,0,0,0,0,0,1374459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4774913,0,0,0,0,793613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,116,0,0,0,0,0,0,69
12666,12/31/2024 0:00:00,6344,0,0,0,0,0,0,4893998,0,0,0,0,0,0,0,1472647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53217,0,0,0,6728004,0,0,0,0,308142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,120,0,0,0,0,0,0,24
12671,12/31/2024 0:00:00,6348,0,0,0,0,0,0,944000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31100,0,0,0,976784,0,0,0,0,1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,14,0,0,0,0,0,0,42
12673,12/31/2024 0:00:00,6350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
12679,12/31/2024 0:00:00,6354,0,0,0,0,0,0,15450081,0,0,0,0,0,0,0,19327317,0,0,0,0,0,0,0,0,0,27815,0,0,0,0,0,0,0,0,41592219,0,0,0,0,6814821,26,13,0,0,0,0,0,3,26,5,26,13,14,0,0,0,5,0,39,133,853,0,0,0,0,0,0,122
12686,12/31/2024 0:00:00,6358,0,0,0,0,0,0,759478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759478,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,8,54,2,0,0,0,0,0,0,107
12697,12/31/2024 0:00:00,6362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19240815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80671,0,0,434983,32132981,0,0,0,0,12376512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1294,4,43,0,0,0,0,0,1722
12729,12/31/2024 0:00:00,6377,0,0,0,0,0,0,7733473,0,0,0,0,0,0,0,10310570,0,0,0,0,0,0,0,0,0,2471545,0,0,0,0,2040407,0,0,28712,33145247,0,0,0,0,13032085,70,7,0,8,0,0,19,2,18,4,46,7,53,16,0,8,0,24,77,512,294,2,0,0,1,0,1,167
12735,12/31/2024 0:00:00,6381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
12745,12/31/2024 0:00:00,6388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799709,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22,22,23,30,0,0,0,0,0,0,58
12748,12/31/2024 0:00:00,6391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12752,12/31/2024 0:00:00,6395,0,0,0,0,0,0,1095139,0,0,0,0,0,0,0,3679706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32082,0,0,0,4875811,0,0,0,0,68884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,150,0,0,0,0,0,0,112
12765,12/31/2024 0:00:00,6401,0,0,0,0,0,0,92959504,0,0,0,0,0,0,0,107628851,0,0,0,0,0,0,0,0,0,10919537,0,0,0,0,9014731,0,0,366483,235111872,0,0,0,0,25142303,436,57,1,6,0,0,134,12,92,28,348,57,405,81,0,111,16,89,493,5691,3555,3,1,0,0,0,1,4883
12771,12/31/2024 0:00:00,6404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
12794,12/31/2024 0:00:00,6413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
